Run,Seed,Generation,Diversity,Migrants,Epoch Size,Best Score
2,179,4200,0.0032458,3,100,9.05832
2,179,4500,0.00403,4,100,9.05832
2,179,4800,0.0054562,4,100,9.05832
2,179,5100,0.0048013,4,100,9.05832
2,179,5400,0.0059262,4,100,9.05832
2,179,5700,0.0057973,4,100,9.05832
2,179,6000,0.0045021,4,100,9.05832
2,179,6300,0.0045202,4,100,9.05832
2,179,6600,0.0050999,5,100,9.05832
2,179,6900,0.0094244,5,100,9.05832
2,179,7200,8.6225E-4,5,100,9.05832
2,179,7500,0.0011694,5,100,9.08669
2,179,7800,9.8145E-4,5,100,9.08669
2,179,8100,9.2644E-4,6,100,9.12594
2,179,8400,0.001692,6,100,9.12594
2,179,8700,0.0019918,6,100,9.12594
2,179,9000,0.0024248,6,100,9.12594
2,179,9300,0.0025361,6,100,9.12594
2,179,9600,0.0027618,7,100,9.12594
2,179,9900,0.0028082,7,100,9.12594
2,179,10200,0.0049191,7,100,9.15339
2,179,10500,0.0028275,7,100,9.16994
2,179,10800,0.0022726,8,100,9.17571
2,179,11100,0.0013634,8,100,9.20184
2,179,11400,0.0010516,8,100,9.21026
2,179,11700,0.0027176,9,100,9.21026
2,179,12000,0.0016578,9,100,9.21026
2,179,12300,0.0023577,9,100,9.21026
2,179,12600,0.0014186,10,100,9.25176
2,179,12900,0.0017805,10,100,9.25176
2,179,13200,0.0028509,10,100,9.25176
2,179,13500,0.0035842,11,100,9.25176
2,179,13800,0.0048313,11,100,9.3949
2,179,14100,0.002478,12,100,9.3949
2,179,14400,0.0031092,12,100,9.3949
2,179,14700,0.0011064,13,100,9.3949
2,179,15000,0.0013753,13,100,9.3949
2,179,15300,0.0012318,14,100,9.3949
3,5613,300,20.53241,2,100,6.3708E-4
3,5613,600,12.70201,2,100,0.06859
3,5613,900,23.45051,2,100,0.06859
3,5613,1200,23.94834,2,100,0.06859
3,5613,1500,28.34315,2,100,0.06859
3,5613,1800,23.92756,3,100,0.06859
3,5613,2100,21.27142,3,100,0.06859
3,5613,2400,12.07417,3,100,0.91585
3,5613,2700,0.10673,3,100,1.59455
3,5613,3000,0.010819,3,100,1.60985
3,5613,3300,0.010434,3,100,1.66559
3,5613,3600,0.0086494,3,100,1.66559
3,5613,3900,0.009383,3,100,1.66559
3,5613,4200,0.010405,3,100,1.66559
3,5613,4500,0.019076,4,100,1.66559
3,5613,4800,0.02092,4,100,1.66559
3,5613,5100,0.02611,4,100,1.66559
3,5613,5400,0.02301,4,100,1.66559
3,5613,5700,0.014381,4,100,1.66559
3,5613,6000,0.018917,4,100,1.66559
3,5613,6300,0.02301,4,100,1.66559
3,5613,6600,0.0219,5,100,1.67245
3,5613,6900,0.02101,5,100,1.67245
3,5613,7200,0.01835,5,100,1.67245
3,5613,7500,0.02135,5,100,1.68402
3,5613,7800,0.019203,5,100,1.72441
3,5613,8100,0.0068138,6,100,1.72441
3,5613,8400,0.019858,6,100,1.72441
3,5613,8700,0.013776,6,100,1.72441
3,5613,9000,0.0093012,6,100,1.7421
3,5613,9300,0.0074922,6,100,1.7421
3,5613,9600,0.0086164,7,100,1.75685
3,5613,9900,0.0047371,7,100,1.76565
3,5613,10200,0.0086879,7,100,1.76565
3,5613,10500,0.0060913,7,100,1.76565
3,5613,10800,0.0048968,8,100,1.76565
3,5613,11100,0.0060907,8,100,1.76565
3,5613,11400,0.0052117,8,100,1.8009
3,5613,11700,0.0080408,9,100,1.8009
3,5613,12000,0.011945,9,100,1.8009
3,5613,12300,0.010918,9,100,1.8009
3,5613,12600,0.013383,10,100,1.8009
3,5613,12900,0.02057,10,100,1.8009
3,5613,13200,0.02642,10,100,1.8009
3,5613,13500,0.02163,11,100,1.8009
3,5613,13800,0.010491,11,100,1.8009
3,5613,14100,0.0092255,12,100,1.8009
3,5613,14400,0.011803,12,100,1.8009
3,5613,14700,0.010784,13,100,1.8009
3,5613,15000,0.0073645,13,100,1.8009
3,5613,15300,0.014539,14,100,1.8009
4,6839,300,19.51352,2,100,1.8555E-4
4,6839,600,20.11928,2,100,0.0017052
4,6839,900,16.61727,2,100,0.018174
4,6839,1200,11.36842,2,100,0.018174
4,6839,1500,16.13271,2,100,0.018174
4,6839,1800,11.86787,3,100,2.75267
4,6839,2100,0.31817,3,100,3.54624
4,6839,2400,0.0017597,3,100,3.64526
4,6839,2700,0.0019319,3,100,3.64526
4,6839,3000,0.0023002,3,100,3.64526
4,6839,3300,0.0018648,3,100,3.68185
4,6839,3600,0.0015093,3,100,3.68185
4,6839,3900,0.0018281,3,100,3.80886
4,6839,4200,0.0014909,3,100,3.80886
4,6839,4500,0.0018328,4,100,3.80886
4,6839,4800,0.0016343,4,100,3.80886
4,6839,5100,0.001653,4,100,3.80886
4,6839,5400,0.0015038,4,100,3.80886
4,6839,5700,8.893E-4,4,100,3.80886
4,6839,6000,0.0015405,4,100,3.80886
4,6839,6300,0.0011932,4,100,3.80886
4,6839,6600,0.0024067,5,100,3.80886
4,6839,6900,9.5954E-4,5,100,3.80886
4,6839,7200,0.0011812,5,100,3.80886
4,6839,7500,0.0022039,5,100,3.80886
4,6839,7800,8.3644E-4,5,100,3.80886
4,6839,8100,0.0020905,6,100,3.80886
4,6839,8400,0.0016012,6,100,3.80886
4,6839,8700,0.001739,6,100,3.80886
4,6839,9000,0.0013401,6,100,3.80886
4,6839,9300,0.0012268,6,100,3.80886
4,6839,9600,9.7346E-4,7,100,3.80886
4,6839,9900,0.0020535,7,100,3.80886
4,6839,10200,0.001478,7,100,3.80886
4,6839,10500,0.0010857,7,100,3.80886
4,6839,10800,0.0011459,8,100,3.80886
4,6839,11100,0.0014175,8,100,3.80886
4,6839,11400,0.0016355,8,100,3.80886
4,6839,11700,0.0019791,9,100,3.80886
4,6839,12000,0.0014824,9,100,3.80886
4,6839,12300,0.0012464,9,100,3.80886
4,6839,12600,0.0020202,10,100,3.80886
4,6839,12900,0.0014341,10,100,3.80886
4,6839,13200,0.0017594,10,100,3.80886
4,6839,13500,0.0026115,11,100,3.80886
4,6839,13800,0.0023659,11,100,3.80886
4,6839,14100,0.0029739,12,100,3.80886
4,6839,14400,0.0011119,12,100,3.80886
4,6839,14700,0.0014314,13,100,3.80886
4,6839,15000,0.0016653,13,100,3.80886
4,6839,15300,0.0016187,14,100,3.80886
5,2127,300,19.74415,2,100,3.9759E-4
5,2127,600,25.74839,2,100,0.0044024
5,2127,900,22.35754,2,100,0.0044999
5,2127,1200,22.46163,2,100,0.0044999
5,2127,1500,15.02507,2,100,0.0044999
5,2127,1800,16.71539,3,100,0.0044999
5,2127,2100,19.88487,3,100,0.0044999
5,2127,2400,27.87733,3,100,0.83849
5,2127,2700,20.15848,3,100,1.58836
5,2127,3000,17.60374,3,100,6.78245
5,2127,3300,17.2931,3,100,8.13765
5,2127,3600,11.42375,3,100,8.4705
5,2127,3900,0.018307,3,100,8.57473
5,2127,4200,0.016031,3,100,8.57473
5,2127,4500,0.0080884,4,100,8.61144
5,2127,4800,0.0091672,4,100,8.61144
5,2127,5100,0.013138,4,100,8.61144
5,2127,5400,0.019001,4,100,8.63019
5,2127,5700,0.018853,4,100,8.63019
5,2127,6000,0.016809,4,100,8.63019
5,2127,6300,0.015869,4,100,8.63019
5,2127,6600,0.014203,5,100,8.63019
5,2127,6900,0.0054049,5,100,8.63019
5,2127,7200,0.0068215,5,100,8.63019
5,2127,7500,0.0041316,5,100,8.63019
5,2127,7800,0.0056043,5,100,8.67007
5,2127,8100,0.0047471,6,100,8.67007
5,2127,8400,0.0061531,6,100,8.67007
5,2127,8700,0.0048648,6,100,8.67007
5,2127,9000,0.0059336,6,100,8.6786
5,2127,9300,0.004346,6,100,8.6786
5,2127,9600,0.006854,7,100,8.6786
5,2127,9900,0.003502,7,100,8.6786
5,2127,10200,0.0044202,7,100,8.6786
5,2127,10500,0.0033678,7,100,8.6786
5,2127,10800,0.0049227,8,100,8.6786
5,2127,11100,0.0041669,8,100,8.6786
5,2127,11400,0.0027212,8,100,8.6786
5,2127,11700,0.0039066,9,100,8.6786
5,2127,12000,0.0051043,9,100,8.6786
5,2127,12300,0.004372,9,100,8.6786
5,2127,12600,0.0082137,10,100,8.6786
5,2127,12900,0.0076792,10,100,8.6786
5,2127,13200,0.0062606,10,100,8.6786
5,2127,13500,0.0061389,11,100,8.6786
5,2127,13800,0.0051269,11,100,8.6786
5,2127,14100,0.0054519,12,100,8.6786
5,2127,14400,0.0066632,12,100,8.6786
5,2127,14700,0.0059246,13,100,8.6786
5,2127,15000,0.006206,13,100,8.6786
5,2127,15300,0.0095379,14,100,8.6786
6,4007,300,24.65528,2,100,0.02837
6,4007,600,24.81422,2,100,0.02837
6,4007,900,16.60266,2,100,0.02837
6,4007,1200,22.31197,2,100,0.02837
6,4007,1500,20.71149,2,100,0.02837
6,4007,1800,26.07675,3,100,1.20615
6,4007,2100,25.64565,3,100,3.43116
6,4007,2400,11.52513,3,100,3.69448
6,4007,2700,9.79651,3,100,3.72034
6,4007,3000,10.24318,3,100,4.20479
6,4007,3300,10.1201,3,100,4.20479
6,4007,3600,8.51917,3,100,4.83251
6,4007,3900,9.91574,3,100,5.74217
6,4007,4200,9.20883,3,100,5.84537
6,4007,4500,6.18576,4,100,5.88097
6,4007,4800,6.32589,4,100,5.88383
6,4007,5100,8.52856,4,100,5.91961
6,4007,5400,7.91424,4,100,6.08537
