Run,Seed,Generation,Diversity,Migrants,Epoch Size,Best Score
5,2599,300,27.59484,5,100,3.0659E-4
5,2599,600,31.28342,5,100,0.0026979
5,2599,900,18.93776,5,100,0.0026979
5,2599,1200,19.78827,5,100,0.0026979
5,2599,1500,25.81404,5,100,0.0026979
5,2599,1800,25.69174,5,100,0.0026979
5,2599,2100,16.32681,5,100,0.03153
5,2599,2400,17.65873,5,100,0.03153
5,2599,2700,21.04815,5,100,0.03153
5,2599,3000,17.74861,5,100,0.03153
5,2599,3300,19.38656,5,100,0.03153
5,2599,3600,17.13933,5,100,0.13729
5,2599,3900,5.11977,5,100,2.95131
5,2599,4200,0.99839,5,100,3.28974
5,2599,4500,1.27156,5,100,3.68586
5,2599,4800,1.40836,5,100,3.88004
5,2599,5100,1.41279,5,100,4.16041
5,2599,5400,1.36997,5,100,4.19668
5,2599,5700,1.32519,5,100,4.21178
5,2599,6000,1.37335,5,100,4.25112
5,2599,6300,1.07857,5,100,4.46239
5,2599,6600,1.00924,5,100,4.69648
5,2599,6900,1.01195,5,100,4.78655
5,2599,7200,0.98273,5,100,4.87761
5,2599,7500,0.98159,5,100,4.87761
5,2599,7800,0.98351,5,100,4.87761
5,2599,8100,0.99783,5,100,4.89042
5,2599,8400,0.98922,5,100,4.95201
5,2599,8700,0.82507,5,100,5.6019
5,2599,9000,0.72705,5,100,5.74089
5,2599,9300,0.73101,5,100,5.86495
5,2599,9600,0.73921,5,100,5.87268
5,2599,9900,0.75659,5,100,5.97684
5,2599,10200,0.77474,5,100,6.05535
5,2599,10500,0.76363,5,100,6.05535
5,2599,10800,0.76159,5,100,6.11072
5,2599,11100,0.77213,5,100,6.11072
5,2599,11400,0.77065,5,100,6.11072
5,2599,11700,0.77049,5,100,6.26465
5,2599,12000,0.77732,5,100,6.44301
5,2599,12300,0.79797,5,100,6.66603
5,2599,12600,0.81859,5,100,6.66603
5,2599,12900,0.81289,5,100,6.7158
5,2599,13200,0.81372,5,100,6.77025
5,2599,13500,0.82717,5,100,6.87447
5,2599,13800,0.82909,5,100,7.0565
5,2599,14100,0.84568,5,100,7.545
5,2599,14400,0.85834,5,100,7.6237
5,2599,14700,0.87807,5,100,8.93304
5,2599,15000,0.87837,5,100,9.54034
5,2599,15300,0.8912,5,100,9.5923
6,5321,300,19.09163,5,100,0.03263
6,5321,600,16.27671,5,100,0.03263
6,5321,900,20.78136,5,100,0.03263
6,5321,1200,28.36622,5,100,0.03263
6,5321,1500,14.99196,5,100,0.03263
6,5321,1800,16.92224,5,100,0.03263
6,5321,2100,13.84036,5,100,0.03263
6,5321,2400,9.46326,5,100,3.05933
6,5321,2700,0.014341,5,100,6.81632
6,5321,3000,0.0037966,5,100,7.07932
6,5321,3300,0.0040212,5,100,7.14804
6,5321,3600,0.0044991,5,100,7.21519
6,5321,3900,0.0062453,5,100,7.25902
